,Screen Size,Screen Resolution,Processor,RAM,Hard Drive,Graphics Coprocessor,Chipset Brand,Card Description,Number of USB 3.0 Ports,Average Battery Life (in hours),Brand Name,Series,Operating System,Item Weight,Product Dimensions,Item Dimensions L x W x H,Processor Brand,Processor Count,Flash Memory Size,Hard Drive Interface,Hard Drive Rotational Speed,Optical Drive Type,Batteries,Date First Available,Price
6309,15.6 inches,,1.6 GHz Intel Core i5,8 GB,1275 GB Hybrid,Intel HD Graphics 620,intel,Integrated,,,Dell,Dell 15.6,Windows 10,6.96 pounds,15 x 10.2 x 0.9 inches,14.96 x 10.15 x 0.89 inches,Intel,4,,Serial ATA,,,1 Lithium ion batteries required. (included),"November 28, 2017",$630.95
6310,13.3 inches,3840 x 2160,1.8 GHz Intel Core i7,16 GB,1 TB SSD,NVIDIA GeForce MX250 Graphics,nvidia,dedicated,,,HP,HP ENVY - 13,Windows 10,5.62 pounds,13.3 x 8.9 x 0.9 inches,13.3 x 8.9 x 0.89 inches,Intel,4,16 GB,Solid State,,,,"July 26, 2019","$1,489.00"
6311,15.6 inches,1920x1080,2.2 GHz Intel Core i7,128 GB,512 GB SSD,NVIDIA Quadro P1000,NVIDIA,dedicated,,,Lenovo,Lenovo ThinkPad P52,Windows 10 Pro,4.39 pounds,14.9 x 9.9 x 1.2 inches,14.9 x 9.9 x 1.2 inches,Intel,6,,Solid State,,,,"October 14, 2019","$2,479.99"
6312,15.6 inches,1366 x 768,2.1 GHz AMD A Series,8 GB,512 GB SSD,AMD Radeon Vega 8,AMD,,,,HP,HP,Windows 10 Home,3.9 pounds,14.8 x 9.7 x 0.9 inches,14.8 x 9.7 x 0.9 inches,AMD,4,,Serial ATA,,,,"August 27, 2019",$610.33
6313,,,1.1 GHz Intel Pentium 4,4 GB,64 GB SSD,Intel UHD Graphics 605,,,,,Lenovo,Lenovo,Windows 10,2.54 pounds,11.3 x 7.9 x 0.7 inches,11.3 x 7.9 x 0.7 inches,Intel,4,,Serial ATA,,,,"June 8, 2019",$369.00
6314,14 inches,1920 x 1080 pixels,2.7 GHz Core i3 Family,4 GB DDR4,128 GB SSD,Intel HD Graphics 620,,Integrated,2,,Lenovo,"Lenovo IdeaPad Flex 6-14IKB 81EM0017US 14"" Touchscreen LCD 2 in 1 Notebook",Windows 10,4.84 pounds,12.9 x 9 x 0.7 inches,12.9 x 9 x 0.7 inches,Intel,1,128.00,Solid State,0.01,No Optical Drive,1 Lithium Polymer batteries required. (included),"November 8, 2018",$429.99
6315,17.3 inches,1600 x 900,2 GHz AMD A Series,24 GB,256 GB PCIe SSD,AMD Radeon Vega 8 Graphics,amd,,,,HP,17-ca,Windows 10,6.79 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,AMD,4,,PCIE x 4,,,,"July 11, 2019",$729.24
6316,15.6 inches,1920 x 1080 pixels,4.5 GHz Intel Core i7,16 GB DDR4,1 TB Flash Memory Solid State,NVIDIA GeForce RTX 2070,NVIDIA,Dedicated,4,,ASUS,ROG Zephyrus S GX502GW,Windows 10 Pro,4.39 pounds,14.2 x 9.9 x 0.7 inches,14.2 x 9.9 x 0.7 inches,Intel,6,1,Solid State,10000 RPM,No Optical Drive,1 Lithium Polymer batteries required. (included),"June 3, 2019",
6317,15.6 inches,HD ( 1366 x 768 ) Anti-Glare,1.8 GHz Intel Core i7,12 GB SDRAM DDR,256 GB Hybrid,Intel Integrated UHD 620 Graphics,Intel,,,,Dell,dell 15.6 i7 laptop,Windows 10 Home,4.48 pounds,10.2 x 15 x 0.8 inches,10.16 x 14.96 x 0.78 inches,Intel,4,,Solid State,,,,"September 26, 2019",$716.58
6318,17.3 inches,Full HD ( 1920 x 1080 ) IPS Anti-Glare,1.6 GHz Intel Core i5,12 GB SDRAM DDR,128 GB Hybrid,2GB GDDR5 AMD Radeon 520,AMD,dedicated,,,Dell,dell 17 3000 laptop,Windows 10 Home,6.16 pounds,11 x 16.4 x 1 inches,10.99 x 16.35 x 0.98 inches,Intel,4,,Solid State,,,,"September 25, 2019",$749.00
6319,14 inches,1920x1080,2.1 GHz Ryzen 5 2500U,8 GB SO-DIMM,1 TB SSD,Integrated Radeon RX Vega8 Graphics,AMD,,,,Dell,850011108888,Windows 10,3.81 pounds,12.9 x 9.2 x 0.8 inches,12.91 x 9.17 x 0.79 inches,AMD,4,,Solid State,,,,"November 14, 2019",$641.99
6320,15.6 inches,3840 x 2160,Athlon 2650e,4 GB,512 GB flash_memory_solid_state,NVIDIA GeForce GTX 1050,nvidia,Dedicated,,,ASUS,ASUS VivoBook Pro,Windows 10,5 pounds,15 x 10.1 x 0.8 inches,15 x 10.1 x 0.8 inches,Intel,4,256 GB,,5400 RPM,,,"April 17, 2019",$899.66
6321,15.6 inches,1920 x 1080,1.8 GHz Intel Core i7,16 GB,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10 Home,4.52 pounds,14.3 x 9.8 x 0.9 inches,14.3 x 9.8 x 0.9 inches,Intel,4,,Serial ATA,,,,"October 26, 2019",$853.13
6322,14 inches,,2.7 GHz Intel Core i5,8 GB,240 GB SSD,Intel HD Graphics 530,,,,,Dell,Dell Latitude,Windows 10,3.86 pounds,,,Intel,2,,Solid State,,,,"February 1, 2019",$324.99
6323,15.6 inches,1920 x 1080,1.6 GHz Intel Core i5,16 GB,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,Lenovo,Lenovo,Windows 10 Pro,3.98 pounds,14.5 x 9.9 x 0.8 inches,14.52 x 9.94 x 0.78 inches,Intel,4,,Serial ATA,,,1 Lithium ion batteries required. (included),"August 17, 2019",$815.00
6324,14 inches,,2.3 GHz None,8 GB,500 GB,Intel HD Graphics 5500,intel,Dedicated,,,Lenovo,Lenovo Thinkpad,Windows 10,,13 x 8.9 x 0.8 inches,13 x 8.9 x 0.8 inches,Intel,1,,Serial ATA-300,,,,"September 19, 2018",$273.00
6325,15.6 inches,1920 x 1080,2.2 GHz Core i7 8750H,16 GB SDRAM,1 TB HDD 5400 rpm,NVIDIA GeForce GTX 1050 Ti 4GB GDDR5,NVIDIA,dedicated,,6 hours,ASUS,TUF Gaming Laptop,Windows 10,5.07 pounds,15.1 x 10.3 x 1 inches,15.1 x 10.3 x 1 inches,Intel,6,,Serial ATA,,,1 Lithium ion batteries required. (included),"August 17, 2019",$950.22
6326,15.6 inches,1366x768,1.6 GHz Intel Core i5,8 GB DIMM,256 GB SSD,Intel HD Graphics 620,intel,,,,Dell,Latitude 15 5590,Windows 10 Professional,4.14 pounds,14.8 x 9.9 x 0.8 inches,14.8 x 9.87 x 0.8 inches,Intel,4,256 GB,Solid State,,,1 Lithium ion batteries required. (included),"July 17, 2018",$838.00
6327,13.3 inches,,2.5 GHz Intel Core i5,8 GB DDR3,1 TB mechanical_hard_drive,,,,,,Quality Refurbished Computers,E6320,Windows 7 Professional,3.75 pounds,13.2 x 8.8 x 1.2 inches,13.2 x 8.8 x 1.2 inches,Intel,2,,eSATA,,,,"November 17, 2018",
6328,15 inches,2880x1800,2.8 GHz Core i7-4980HQ,16 GB DDR3,512 GB Solid State Drive,NVIDIA GeForce GT 750M,,,,8 hours,Apple,MacBook Pro,Mac OS X,4.46 pounds,9.7 x 14.1 x 0.7 inches,9.73 x 14.13 x 0.71 inches,Intel,4,512 GB,ATA,,,1 Lithium Polymer batteries required. (included),"March 6, 2018","$1,249.00"
6329,14 inches,1920x1080,1.8 GHz Intel Core i7,8 GB SDRAM,256 GB SSD,,Intel,integrated,,,Lenovo,lenovo 330s 14,Windows 10,4.41 pounds,12 x 8 x 0.5 inches,12 x 8 x 0.5 inches,Intel,4,256 GB,Solid State,5400.00,,1 Lithium ion batteries required. (included),"March 31, 2019",$787.89
6330,15.6 inches,,2.7 GHz Core i7 2620M,8 GB DDR3,500 GB,,intel,,,,Dell,E6520,Windows 10,9 pounds,,,Intel,2,,,,,,"January 10, 2018",$279.00
6331,15.6 inches,1920 x 1080,2.1 GHz AMD R Series,32 GB SDRAM,1024 GB SSD,AMD Radeon RX Vega 8,,,,7 hours,HP,ENVY x360 2-in-1 Laptop,Windows 10,4.52 pounds,14.1 x 9.7 x 0.7 inches,14.1 x 9.7 x 0.7 inches,AMD,4,,Solid State,,,1 Lithium ion batteries required. (included),"September 18, 2019","$1,008.36"
6332,11.6 inches,1366 x 768,1.6 GHz Intel Celeron,2 GB DDR3,32 GB emmc,,intel,integrated,,10 hours,HP,hp r04,Windows 10,2.6 pounds,11.8 x 8.1 x 0.7 inches,11.81 x 8.1 x 0.72 inches,Intel,2,32 GB,Solid State,,,1 Lithium ion batteries required.,"October 1, 2016",$189.95
6333,15.6 inches,,1.6 GHz Intel Core i5,8 GB DDR4,512 GB SSD,Intel HD Graphics 620,,Integrated,,5 hours,Lenovo,Yoga 730,Windows 10,4.41 pounds,9.8 x 14.2 x 0.7 inches,9.8 x 14.2 x 0.7 inches,Intel,4,512 GB,Serial ATA,,,1 Lithium Polymer batteries required. (included),"August 27, 2018",$769.99
6334,13.3 inches,1920 x 1080,4.6 GHz Intel Core i7,8 GB DDR4,512 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,HP,HP,Windows 10,2.93 pounds,12.2 x 8.6 x 0.6 inches,12.16 x 8.58 x 0.57 inches,Intel,2,512 GB,Serial ATA,,,,"June 24, 2019","$1,182.36"
6335,14 inches,1920x1080 pixels,2.2 GHz AMD Ryzen 7,16 GB DDR4,Flash Memory Solid State,,Intel,Integrated,,8 hours,Lenovo,IdeaPad 530s,Windows 10 Home,3.5 pounds,12.8 x 0.7 x 8.9 inches,12.76 x 0.65 x 8.86 inches,AMD,4,512.0,Solid State,7200 RPM,,1 Lithium ion batteries required. (included),"June 29, 2019",$499.00
6336,17.3 inches,1600 x 900,3.1 GHz AMD A Series,8 GB,512 GB SSD,AMD Radeon R5,,,,,HP,HP Laptop,Windows 10,8 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,AMD,2,,Solid State,,,,"November 26, 2019",$549.00
6337,15.6 inches,1920x1080,1.6 GHz Intel Core i5,16 GB DDR4,512 GB SSD,2GB NVIDIA GeForce MX130,,dedicated,,,Lenovo,Flex 5 15,Windows 10,4.4 pounds,14.3 x 9.7 x 0.8 inches,14.33 x 9.72 x 0.78 inches,Intel,4,512 GB,Solid State,,,,"June 18, 2019",$849.00
6338,17.3 inches,1920 x 1080,1.8 GHz Intel Core i7,8 GB DDR4,128 GB flash_memory_solid_state,NVIDIA GeForce MX150 2GB,,dedicated,,,Dell,Inspiron,Windows 10,,,,Intel,4,,PCIE x 4,,,,"October 30, 2019","$1,127.90"
6339,15.6 inches,1366x768,2.2 GHz Intel Core i3,4 GB DDR,256 GB SSD,Intel UHD Graphics 620,,Integrated,,,Lenovo,Lenovo IdeaPad,Windows 10,4.12 pounds,14.1 x 9.6 x 0.8 inches,14.1 x 9.6 x 0.8 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"October 28, 2019",$352.76
6340,15.6 inches,1920 x 1080,8032,DDR4,SSD,856U,Intel,Integrated,2,,HP,EliteBook,,5.65 pounds,2 x 4 x 8 inches,2 x 4 x 8 inches,,1,512.00,Solid State,1 RPM,No Optical Drive,1 Lithium ion batteries required.,"June 22, 2019","$1,459.99"
6341,17.3 inches,FHD ( 1920 x 1080 ) 1080p IPS anti-glare,2.9 GHz Core i9,32 GB DDR,1 TB PCIe SSD,8GB NVIDIA Geforce GTX 1080,NVIDIA,,,6 hours,Dell,Alienware 17 R5 gaming laptop,Windows 10,9.74 pounds,13 x 16.7 x 1.2 inches,13 x 16.7 x 1.2 inches,Intel,6,,Solid State,,,6 Lithium ion batteries required.,"November 16, 2019","$2,359.00"
6342,15.6 inches,1366 x 768,2.4 GHz Intel Core i3,8 GB,128 GB SSD,Intel HD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10 Home,5.07 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Intel,2,,Serial ATA,,,,"October 19, 2019",$466.66
6343,17.3 inches,1920x1080 pixels,2.8 GHz Intel Core i7,16 GB DDR4,1000 GB Hybrid Drive,NVIDIA GeForce GTX 1060,Intel,Dedicated,4,,ASUS,ASUS ROG Strix,Windows 10,6.7 pounds,16.5 x 11 x 1 inches,16.5 x 11 x 1 inches,Intel,4,256.0,Serial ATA,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"October 18, 2017","$1,497.00"
6344,14 inches,1366 x 768,1.6 GHz Intel Core i5,8 GB,1 TB SSD,Intel HD Graphics 620,Intel,Integrated,,,HP,HP,Windows 10 Pro,3.53 pounds,12.8 x 9.4 x 0.7 inches,12.76 x 9.36 x 0.71 inches,Intel,4,,Serial ATA,,,,"August 3, 2019",$771.27
6345,15.6 inches,1366 x 768,2.2 GHz Core i3 8130U,12 GB SDRAM,128 GB Hybrid,Intel UHD Graphics 620,Intel,Integrated,,6 hours,Lenovo,IdeaPad 330S,Windows 10,4.12 pounds,14.1 x 9.6 x 0.8 inches,14.1 x 9.6 x 0.76 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"October 15, 2019",$381.27
6346,15.6 inches,1920x1080,2.6 GHz Intel Core i7,8 GB DDR3,1 TB Hybrid,NVIDIA GeForce GTX 960M,nvidia,dedicated,,10 hours,Dell,Inspiron 15,Windows 10,4.73 pounds,15 x 1 x 10 inches,15 x 0.96 x 10.02 inches,Intel,4,8 GB,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required.,"June 12, 2016",$849.99
6347,15.6 inches,1920 x 1080 pixels,4.1 GHz Core i7 8750H,32 GB SDRAM,1 TB Flash Memory Solid State,NVIDIA GeForce GTX 1070,intel,Dedicated,,,HP,15-dc0045nr,Windows 10 Home,5 pounds,10.3 x 14.2 x 1 inches,10.35 x 14.17 x 1.02 inches,Intel,6,512.00,USB 3.0,0.01 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"September 30, 2018","$1,779.99"
6348,14 inches,,2.6 GHz None,16 GB,1 TB SSD,Intel HD Graphics 5500,intel,Dedicated,,,Dell,Dell Latitude,Windows 10,5 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,Intel,1,1 TB,Solid State,,,,"October 9, 2018",$599.00
6349,13.3 inches,3840 x 2400,4.9 GHz Intel Core i7,16 GB,512 GB SSD,Intel UHD Graphics 620,intel,Integrated,,,Best Notebook,Dell XPS 7390 With 10th Gene Intel i7-10510U,Windows 10 Pro,5.39 pounds,7.9 x 12 x 0.6 inches,7.88 x 11.98 x 0.6 inches,10th Gen Intel Comet Lake Core i7-10510,4,,Solid State,,,1 Lithium ion batteries required. (included),"September 19, 2019","$2,064.99"
6350,15.6 inches,1920x1080,2.2 GHz Intel Core i7,16 GB,256 GB SSD,NVIDIA GeForce GTX 1060,nvidia,Dedicated,,5 hours,Lenovo,Y7000,Windows 10,9.15 pounds,10.2 x 14.9 x 0.9 inches,10.2 x 14.88 x 0.87 inches,Intel,6,256 GB,Solid State,7200.00,,1 Lithium Polymer batteries required. (included),"November 8, 2018","$1,269.00"
6351,15.6 inches,,4 GHz Core i7 8550U,16 GB,512 GB flash_memory_solid_state,Intel UHD Graphics 620,intel,Integrated,,10 hours,Acer,191111524599,Windows 10,,14.1 x 9.6 x 0.7 inches,14.13 x 9.57 x 0.67 inches,Intel,4,512 GB,Solid State,,,,"July 16, 2019",$756.35
6352,11.6 inches,,,8 GB,128 GB flash_memory_solid_state,,,,,,HP,HP EliteBook,Windows 10 Pro,3.09 pounds,8.3 x 11.2 x 0.9 inches,8.3 x 11.2 x 0.9 inches,Intel,2,128 GB,,,,,"September 8, 2018",
6353,17.3 inches,3840 x 2160,4.8 GHz Intel Mobile CPU,128 GB,4 TB flash_memory_solid_state,NVIDIA Quadro RTX4000 8GB,nvidia,dedicated,,,ThinkPad P73 Mobile Workstation,ThinkPad P73 Mobile Workstation,Windows 10 Pro,,9.7 x 14.2 x 0.7 inches,9.67 x 14.24 x 0.74 inches,Intel,8,,Solid State,,,,"September 18, 2018","$6,999.00"
6354,14 inches,1366 x 768,2.6 GHz Intel Mobile CPU,8 GB,500 GB flash_memory_solid_state,Integrated Graphics,,Integrated,,,Panasonic,ASILT1,Windows 10,,,,Intel,1,,Solid State,,,,"November 5, 2019","$2,099.00"
6355,17.3 inches,1920x1080,2.2 GHz Intel Core i7,32 GB,512 GB SSD,NVIDIA GeForce GTX 1070 OC with 8GB GDDR5,nvidia,dedicated,,,Alienware,17 R5,Windows 10,9.74 pounds,16.7 x 13.1 x 1.2 inches,16.7 x 13.1 x 1.2 inches,Intel,6,512 GB,Solid State,,,,"May 27, 2019","$1,948.26"
6356,15.6 inches,1920 x 1080,3.6 GHz A10,8 GB,512 GB SSD,AMD Radeon R7,AMD,Dedicated,,6 hours,ASUS,ASUS VivoBook,Windows 10,5 pounds,,,AMD,4,512 GB,Solid State,,,,"August 16, 2019",
6357,17.3 inches,1600 x 900,2.2 GHz Intel Core i3,16 GB,256 GB SSD,Intel UHD Graphics 620,Intel,Integrated,,,HP,HP,Windows 10 Home,5.6 pounds,16.3 x 10.7 x 1 inches,16.33 x 10.72 x 0.96 inches,Intel,2,,Serial ATA,,,,"September 7, 2019",$626.31
6358,15.6 inches,1920 x 1080,2.3 GHz Core i5 8300H,16 GB SDRAM,256 GB Hybrid,NVIDIA GeForce GTX 1060 6GB,NVIDIA,,,6 hours,Dell,Inspiron G3,Windows 10,5.18 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Intel,4,,Solid State,,,1 Lithium ion batteries required. (included),"November 19, 2019","$1,000.00"
6359,15.6 inches,3840 x 2160 (4K),8032,DDR4,SSD,NVIDIA GeForce MX130,NVIDIA,Dedicated,,,Dell,Dell Inspiron,,4.98 pounds,14.2 x 9.6 x 0.7 inches,14.2 x 9.6 x 0.7 inches,,1,512 GB,,,,1 Lithium Polymer batteries required.,"April 7, 2018","$1,027.95"
6360,15.6 inches,1920 x 1080,3.4 GHz Intel Core i5,8 GB,1 TB SSD,Intel HD Graphics 620,Intel,Integrated,,,Dell,Dell,Windows 10,4.45 pounds,15 x 10.2 x 0.8 inches,14.96 x 10.16 x 0.78 inches,Intel,4,,Serial ATA,,,,"June 20, 2019",$666.18
6361,15.6 inches,HD (1366 x 768) Anti-Glare WLED,2.1 GHz Intel Core i3,8 GB DDR,128 GB PCIe SSD,Intel UHD Graphics 620,Intel,Integrated,,8.5 hours,Lenovo,Lenovo S340-15IWL,Windows 10 Home,4.41 pounds,9.6 x 14.8 x 0.7 inches,9.6 x 14.8 x 0.7 inches,Intel,2,,Solid State,,,1 Lithium ion batteries required. (included),"August 19, 2019",$379.98
6362,15.6 inches,1366 x 768,2.7 GHz Intel Core i5,4 GB DDR,512 GB SSD,Intel HD Graphics 620 Integrated,Intel,integrated,,5 hours,Dell,Dell Inspiron 15 3000,Windows 10 Home,4.85 pounds,10.2 x 15 x 0.9 inches,10.2 x 15 x 0.9 inches,Intel,2,512 GB,Solid State,,,1 Lithium ion batteries required. (included),"April 24, 2019",$579.99
6363,10.1 inches,1280x800 pixels,2 GHz None,4 GB LPDDR3,32 GB Embedded MultiMediaCard,ARM Mali-T860 MP4,Intel,Integrated,2,9 hours,ASUS,Chromebook Flip C101,Chrome OS,2 pounds,10.4 x 7.2 x 0.6 inches,10.4 x 7.2 x 0.6 inches,Rockchip RK3399,6,32,Solid State,10000,No Optical Drive,1 Lithium Polymer batteries required. (included),"March 9, 2018",$359.00
6364,17 inches,1920X1200,2.4 GHz Intel Core i7,16 GB DDR3,1 TB Hybrid,AMD Radeon HD 6770M,AMD,"AMD Radeon HD 6770M, Intel HD Graphics 3000",,7 hours,Apple,MacBook Pro,Mac OS X,6.59 pounds,15.5 x 10.5 x 1 inches,15.47 x 10.51 x 0.98 inches,Intel,4,,Serial ATA,5400 RPM,,1 Lithium Polymer batteries required. (included),"September 6, 2017",
6365,14 inches,1366 x 768 pixels,1.6 GHz Intel Core i5,16 GB DDR4,512 GB Flash Memory Solid State,Intel Integrated Graphics,Intel,Integrated,2,,Lenovo,Thinkpad,Windows 10 Pro,5.55 pounds,,,Intel,4,512.00,Solid State,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"September 12, 2014",$981.98
6366,14 inches,1366 x 768 pixels,1.6 GHz Intel Core i5,16 GB DDR4,512 GB Flash Memory Solid State,Intel Integrated Graphics,Intel,Integrated,2,,Lenovo,Thinkpad,Windows 10 Pro,5.55 pounds,,,Intel,4,512.00,Solid State,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"September 12, 2014",$981.98
6367,14 inches,1366 x 768,2.3 GHz Intel Core i5,8 GB,1 TB HDD,Intel HD Graphics 5500,Intel,Dedicated,,,Lenovo,Lenovo,Windows 10 Pro,3.81 pounds,13 x 8.9 x 0.9 inches,13.03 x 8.9 x 0.9 inches,Intel,2,,Serial ATA,,,,"October 14, 2019",$496.42
6368,15.6 inches,1366x768 pixels,2.5 GHz AMD A Series,12 GB DDR4,1000 GB SATA,AMD Radeon R5,AMD Radeon R5 Graphics,Integrated,1,5 hours,Lenovo,80ST001NUS,Windows 10,4.84 pounds,14.9 x 0.9 x 10.2 inches,14.92 x 0.9 x 10.24 inches,AMD,4,,Serial ATA,5400 RPM,DVD+RW,1 Lithium Polymer batteries required. (included),"October 4, 2016",$449.00
6369,15.6 inches,Full HD ( 1920 x 1080 ) micro-edge,1.3 GHz Intel Core i7,16 GB DDR,1 TB PCIe SSD,Integrated Intel Iris Plus Graphics,Intel,,,10.25 hours,HP,hp 15 laptop,Win 10,3.75 pounds,9.5 x 14.1 x 0.7 inches,9.5 x 14.1 x 0.7 inches,Intel,4,,Solid State,,,3 Lithium ion batteries required.,"November 20, 2019",$909.00
6370,15 inches,1366x768 pixels,2.7 GHz Intel Core i5,6 GB DDR3,1 TB 1TB 5400 rpm SATA Hard Drive,Intel HD Graphics 4400,nvidia,Integrated,4,5 hours,Dell,Inspiron 15 7000 Series,Windows 8,5.7 pounds,10 x 14.9 x 0.8 inches,10 x 14.9 x 0.8 inches,Intel,1,,,5400 RPM,N/A,1 Lithium ion batteries required.,"September 5, 2014",$699.00
6371,15.6 inches,1366 x 768,1.1 GHz Pentium,8 GB,1 TB HDD,Intel UHD Graphics 605,Intel,,,,Lenovo,Lenovo,Windows 10,4.85 pounds,14.9 x 10.2 x 0.9 inches,14.9 x 10.2 x 0.9 inches,Intel,4,,Serial ATA,,,,"June 24, 2019",$354.00
6372,15.6 inches,HD ( 1366 x 768 ),2.6 GHz AMD A Series,8 GB DDR,500 GB HDD 5400 rpm,AMD Radeon R4,amd,"Integrated, Dedicated",,5 hours,Lenovo,Lenovo,Windows 10 Home,5.99 pounds,10 x 14.8 x 0.9 inches,10 x 14.8 x 0.9 inches,AMD,2,,Serial ATA,,,,"November 21, 2018",$320.00
6373,15.6 inches,,4 GHz Intel Core i7,16 GB,512 GB flash_memory_solid_state,NVIDIA GeForce GTX 1050,nvidia,Dedicated,,,Lenovo,lenovo yoga 730,Windows 10,4.17 pounds,,,Intel,8,512 GB,Solid State,,,1 Lithium ion batteries required. (included),"October 30, 2018","$1,299.00"
6374,17.3 inches,1920x1080 pixels,2.7 GHz Intel Core i7,8 GB DDR4,1000 GB Hybrid Drive,NVIDIA GeForce 940MX,nvidia,GeForce 940MX 2GB,1,,ASUS,ASUS VivoBook Pro,Windows 10,4.6 pounds,16.2 x 10.6 x 0.8 inches,16.2 x 10.6 x 0.8 inches,Intel,2,256.0,Serial ATA,5400 RPM,No Optical Drive,1 Lithium ion batteries required. (included),"September 25, 2017",
6375,14 inches,1366x768,2.6 GHz AMD R Series,32 GB,128 GB SSD,AMD Radeon Vega 3,,,,,HP,HP-dk,Windows 10,3.5 pounds,12.9 x 8.9 x 0.9 inches,12.9 x 8.9 x 0.9 inches,AMD,2,,Solid State,,,,"November 18, 2019",$549.00
6376,12.5 inches,1366x768,1.9 GHz Intel Core i5,4 GB,256 GB SSD,Intel HD Graphics 4400,intel,Integrated,,,Dell,Latitude,Windows 7 Professional,3 pounds,12.2 x 8.3 x 0.8 inches,12.2 x 8.3 x 0.8 inches,Intel,2,256 GB,Solid State,,,,"August 5, 2019",$279.99
6377,,,2.1 GHz Intel Core i3,8 GB,512 GB SSD,Intel HD Graphics 620,,Integrated,,,Dell,Inspiron,Windows 10,5.07 pounds,,,Intel,4,,Serial ATA,,,1 Lithium ion batteries required. (included),"August 10, 2018",$479.00
6378,15.6 inches,1366 x 768,2.5 GHz Intel Core i5,16 GB SDRAM DDR4,2 TB mechanical_hard_drive,Intel HD Graphics 620,intel,Integrated,,,Dell,Dell Inspiron 15,Windows 10,5.07 pounds,15 x 10.2 x 0.9 inches,15 x 10.2 x 0.9 inches,Intel,2,,eSATA,5400.00,,1 Lithium ion batteries required. (included),"June 5, 2018",$499.00
6379,11.6 inches,1366 x 768 pixels,1.6 GHz 1.2GHz Cortex A8 Processor,4 GB DDR3,1 Flash Memory Solid State,Intel HD Graphics 400,Samsung,Integrated,1,11 hours,Samsung,Samsung Chromebook,Chrome OS,2.54 pounds,11.4 x 0.7 x 8 inches,11.37 x 0.7 x 8.04 inches,Intel,2,16.0,ATA-5,1,No Optical Drive,1 Lithium Polymer batteries required. (included),"May 14, 2018",$221.00
6380,17.3 inches,1920 x 1080,3.6 GHz Intel Core i7,32 GB,512 GB flash_memory_solid_state,NVIDIA GeForce RTX 2070,NVIDIA,dedicated,,2 hours,XOTIC PC,GT76 TITAN DT,Windows 10 Pro,9.92 pounds,15.6 x 13 x 1.6 inches,15.62 x 12.99 x 1.65 inches,Intel,8,,Serial ATA,,,,"August 23, 2019","$2,639.00"
6381,17.3 inches,1920 x 1080,3.6 GHz Intel Core i7,32 GB,512 GB flash_memory_solid_state,NVIDIA GeForce RTX 2070,NVIDIA,dedicated,,2 hours,XOTIC PC,GT76 TITAN DT,Windows 10 Pro,9.92 pounds,15.6 x 13 x 1.6 inches,15.62 x 12.99 x 1.65 inches,Intel,8,,Serial ATA,,,,"August 23, 2019","$2,639.00"
6382,15.6 inches,1366 x 768,1.6 GHz Intel Core i5,12 GB,1256 GB Hybrid,Intel HD Graphics 620,intel,Integrated,,,HP,HP,Windows 10,2.52 pounds,,,Intel,4,256 GB,Serial ATA,,,1 Lithium ion batteries required. (included),"August 17, 2018",$630.99
6383,15.6 inches,1920 x 1080,2.6 GHz Intel Core i7,4 GB DDR3,512 GB SSD,NVIDIA GeForce GTX 960M,nvidia,dedicated,,,Lenovo,Y50-Touch,Windows 8;,8 pounds,,,Intel,2,512 GB,,,,1 Lithium ion batteries required.,"May 20, 2015",$839.00
6384,15.6 inches,1920 x 1080,3.6 GHz A10,12 GB,1 TB SSD,AMD Radeon R7,AMD,Dedicated,,6 hours,ASUS,ASUS VivoBook,Windows 10,5 pounds,12.8 x 9.2 x 0.7 inches,12.8 x 9.2 x 0.7 inches,AMD,4,1 TB,Solid State,,,,"August 16, 2019",
6385,17.3 inches,FHD ( 1920 x 1080 ) 1080p IPS anti-glare,2.9 GHz Core i9,12 GB DDR,1 TB Hybrid,8GB NVIDIA Geforce GTX 1080,NVIDIA,,,6 hours,Dell,Alienware 17 R5 gaming laptop,Windows 10,9.74 pounds,13 x 16.7 x 1.2 inches,13 x 16.7 x 1.2 inches,Intel,6,,Solid State,,,6 Lithium ion batteries required.,"November 16, 2019","$2,159.00"
